Online_Grocery_Site,Product_Catagory,Product_Name,Weight,Unit,DayOfDeal,Date,Original_Price,Discounted_Price,Discount %,Product_Category
KiranaMarket.com,,Priya Mango Pickle (Avakaya) With Garlic,300,gm,Tuesday,28 Nov 2023,110.0,105.0,4.545454545454541,Grocery & Gourmet 
KiranaMarket.com,,Maggi Fusian Hong Kong Noodles Spicy Garlic Noodles,73,gm,Tuesday,28 Nov 2023,20.0,19.0,5.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Fortune Refined Sunflower Oil,1,Pc/Box,Tuesday,28 Nov 2023,159.0,152.0,4.402515723270439,Grocery & Gourmet 
KiranaMarket.com,,"Fortune Sun Lite Refined Sunflower Oil, 5",Lts,Pc/Box,Tuesday,28 Nov 2023,815.0,710.0,12.88343558282209,Grocery & Gourmet 
KiranaMarket.com,,Aashirvaad Atta Multigrains,1.0,Kg,Tuesday,28 Nov 2023,73.0,70.0,4.109589041095896,Grocery & Gourmet 
KiranaMarket.com,,"Baby Brand Saffron, 500mg",0.5,Pc/Box,Tuesday,28 Nov 2023,150.0,143.0,4.666666666666663,Grocery & Gourmet 
KiranaMarket.com,,Baby Brand Saffron Single Use Pack,50.1,Pc/Box,Tuesday,28 Nov 2023,25.0,24.0,4.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Lion Qyno Seedless Dates,200.0,gm,Tuesday,28 Nov 2023,56.0,54.0,3.57142857142857,Grocery & Gourmet 
KiranaMarket.com,,Solasz Pure Olive Oil,500.0,ml,Tuesday,28 Nov 2023,895.0,447.5,50.0,Grocery & Gourmet 
KiranaMarket.com,,Solaz Pomace Olive Oil,250.0,ml,Tuesday,28 Nov 2023,370.0,300.0,18.91891891891892,Grocery & Gourmet 
KiranaMarket.com,,Solasz Pure Olive Oil,100.0,ml,Tuesday,28 Nov 2023,220.0,209.0,5.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Solasz Pomace Olive Oil,5lts,Pc/Box,Tuesday,28 Nov 2023,4400.0,2200.0,50.0,Grocery & Gourmet 
KiranaMarket.com,,Godavari Karepaku Karapodi (Curry Leaves),100.0,gm,Tuesday,28 Nov 2023,45.0,41.0,8.888888888888891,Grocery & Gourmet 
KiranaMarket.com,,Godavari Kandi Karapodi,100,gm,Tuesday,28 Nov 2023,40.0,36.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MTR Seviyan Vermicelli,850.0,gm,Tuesday,28 Nov 2023,87.0,83.0,4.597701149425292,Grocery & Gourmet 
KiranaMarket.com,,FIGARO Olive Oil,200.0,ml,Tuesday,28 Nov 2023,259.0,220.0,15.05791505791506,Grocery & Gourmet 
KiranaMarket.com,,Suhana Panner Butter Masala Mix,50.0,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Grocery & Gourmet 
KiranaMarket.com,,Suhana Veg Biryani Mix,50.0,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Grocery & Gourmet 
KiranaMarket.com,,Suhana Panner Makhanwala Mix,50.0,gm,Tuesday,28 Nov 2023,40.0,36.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Suhana Palak Paneer Mix,50.0,gm,Tuesday,28 Nov 2023,45.0,43.0,4.444444444444439,Grocery & Gourmet 
KiranaMarket.com,,Suhana Shahi Paneer Mix,50.0,gm,Tuesday,28 Nov 2023,40.0,36.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Godavari Fried Gram Dal Powder,100.0,gm,Tuesday,28 Nov 2023,40.0,36.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Godavari Idli Karapodi,100.0,gm,Tuesday,28 Nov 2023,42.0,40.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Godavari Coconut Spicy Powder,100.0,gm,Tuesday,28 Nov 2023,40.0,36.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Godavari Roasted Fleex Seeds,100.0,gm,Tuesday,28 Nov 2023,40.0,36.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Gits Pure Cow Ghee,100.0,ml,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Grocery & Gourmet 
KiranaMarket.com,,Gits Pure Cow Ghee,500ml,Pc/Box,Tuesday,28 Nov 2023,369.0,351.0,4.878048780487809,Grocery & Gourmet 
KiranaMarket.com,,Gits Pure Cow Ghee,1lt,Pc/Box,Tuesday,28 Nov 2023,699.0,530.0,24.177396280400576,Grocery & Gourmet 
KiranaMarket.com,,Sundrop Superlite Advanced 1 lt Pack Of 2,(Saver,Pc/Box,Tuesday,28 Nov 2023,490.0,485.0,1.0204081632653073,Grocery & Gourmet 
KiranaMarket.com,,Figaro Spanish Olive Oil,1lt,Pc/Box,Tuesday,28 Nov 2023,799.0,745.0,6.758448060075095,Grocery & Gourmet 
KiranaMarket.com,,Figaro Spanish Olive Oil,100.0,ml,Tuesday,28 Nov 2023,160.0,134.0,16.249999999999996,Grocery & Gourmet 
KiranaMarket.com,,CPF Pravin Lime Pickle,200g,Pc/Box,Tuesday,28 Nov 2023,50.0,45.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,CFP Pravin Mixed Pickel,500g,Pc/Box,Tuesday,28 Nov 2023,90.0,81.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Yerra Nooka,1.0,Kg,Tuesday,28 Nov 2023,88.0,88.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Yerra Nooka,500.0,gm,Tuesday,28 Nov 2023,44.0,110.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Priya Lime Pickle With Garlic,300.0,gm,Tuesday,28 Nov 2023,110.0,105.0,4.545454545454541,Grocery & Gourmet 
KiranaMarket.com,,Mtr Special Garam Masala Powder,50.0,gm,Tuesday,28 Nov 2023,52.0,49.0,5.769230769230771,Grocery & Gourmet 
KiranaMarket.com,,MTR Puliogare Powder,30.0,gm,Tuesday,28 Nov 2023,10.0,110.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Priya Gongura Pickle With Garlic,300.0,gm,Tuesday,28 Nov 2023,110.0,105.0,4.545454545454541,Grocery & Gourmet 
KiranaMarket.com,,"White Jonnalu, Jawar",1.0,Kg,Tuesday,28 Nov 2023,64.0,275.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Amul Cow Ghee High Aroma,500.0,ml,Tuesday,28 Nov 2023,275.0,252.0,8.363636363636362,Grocery & Gourmet 
KiranaMarket.com,,Amul Cow Ghee High Aroma,200.0,ml,Tuesday,28 Nov 2023,116.0,90.0,22.41379310344828,Grocery & Gourmet 
KiranaMarket.com,,MDH Dal Makhani Masala,100.0,gm,Tuesday,28 Nov 2023,61.0,54.9,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Pav Bhaji Masala,100.0,gm,Tuesday,28 Nov 2023,65.0,58.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH T-Plus Masala,25.0,gm,Tuesday,28 Nov 2023,46.0,41.4,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Deggi Mirch (Chilli Powder),100.0,gm,Tuesday,28 Nov 2023,68.0,61.2,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Kitchen King Masala,100.0,gm,Tuesday,28 Nov 2023,70.0,63.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Chunky Chat Masala,100.0,gm,Tuesday,28 Nov 2023,65.0,58.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Curry Powder,100.0,gm,Tuesday,28 Nov 2023,60.0,54.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Kashmiri Mirchi (Chilli Powder),100.0,gm,Tuesday,28 Nov 2023,78.0,73.0,6.41025641025641,Grocery & Gourmet 
KiranaMarket.com,,MDH Kasoori Methi,100.0,gm,Tuesday,28 Nov 2023,84.0,75.6,10.000000000000009,Grocery & Gourmet 
KiranaMarket.com,,MDH Shahi Paneer Masala,100.0,gm,Tuesday,28 Nov 2023,80.0,72.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Rajmah Masala (Rajma masala),100.0,gm,Tuesday,28 Nov 2023,65.0,58.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Chana Masala,100.0,gm,Tuesday,28 Nov 2023,65.0,58.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Pani Puri Masala,100.0,gm,Tuesday,28 Nov 2023,55.0,49.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Garam Masala,100.0,gm,Tuesday,28 Nov 2023,78.0,70.2,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,MDH Jal Jeera Masala ,100.0,gm,Tuesday,28 Nov 2023,55.0,49.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Makki Ka Daliya (Makki Ro Baat),500.0,gm,Tuesday,28 Nov 2023,30.0,30.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Bajri ka Atta (Bajri Atta),500.0,gm,Tuesday,28 Nov 2023,26.0,26.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Bajri ka Daliya (Cracked Pearl Millet),500.0,gm,Tuesday,28 Nov 2023,30.0,30.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Makki / Mokka Jonna,500.0,gm,Tuesday,28 Nov 2023,70.0,70.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Makki ka Atta (Mokka Jonna Pindi),500.0,gm,Tuesday,28 Nov 2023,28.0,28.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Jowar (jwar)/ jonnalu,500.0,gm,Tuesday,28 Nov 2023,32.0,243.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Golden Crown PANKO Bread Crumbs,1.0,Kg,Tuesday,28 Nov 2023,243.0,231.0,4.938271604938271,Grocery & Gourmet 
KiranaMarket.com,,Sesame Seed/Nuvvu Ginjalu (thill),500.0,gm,Tuesday,28 Nov 2023,120.0,120.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Sesame Seed/Nuvvu Ginjalu (thill),1.0,Kg,Tuesday,28 Nov 2023,240.0,240.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Anand Aava Pindi / Mustard Powder,500.0,gm,Tuesday,28 Nov 2023,70.0,170.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Mango Thokku Pickle,1Kg,Pc/Box,Tuesday,28 Nov 2023,145.0,130.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Amla Pickle ,500.0,gm,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Lime Pickle,1Kg,Pc/Box,Tuesday,28 Nov 2023,115.0,105.0,8.695652173913048,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Tomato Pickle,1Kg,Pc/Box,Tuesday,28 Nov 2023,175.0,150.0,14.28571428571429,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Mango Pickle (Avakaya),1Kg,Pc/Box,Tuesday,28 Nov 2023,160.0,144.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Mango Pickle (avakaya),500g,Pc/Box,Tuesday,28 Nov 2023,99.0,95.0,4.040404040404044,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Lime Pickle,500g,Pc/Box,Tuesday,28 Nov 2023,80.0,72.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Swastiks Tomato Pickle,500.0,gm,Tuesday,28 Nov 2023,100.0,91.0,8.999999999999996,Grocery & Gourmet 
KiranaMarket.com,,Snapin Chilli Flakes,35.0,gm,Tuesday,28 Nov 2023,65.0,58.5,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Snapin Pasta Mix,25.0,gm,Tuesday,28 Nov 2023,79.0,71.0,10.126582278481012,Grocery & Gourmet 
KiranaMarket.com,,Snapin Pizza Mix,45.0,gm,Tuesday,28 Nov 2023,79.0,71.0,10.126582278481012,Grocery & Gourmet 
KiranaMarket.com,,Snapin Oregano,20.0,gm,Tuesday,28 Nov 2023,79.0,71.0,10.126582278481012,Grocery & Gourmet 
KiranaMarket.com,,Snapin Piri Piri Mix,50.0,gm,Tuesday,28 Nov 2023,79.0,71.0,10.126582278481012,Grocery & Gourmet 
KiranaMarket.com,,Snapin Mixed Herbs,20.0,gm,Tuesday,28 Nov 2023,79.0,71.0,10.126582278481012,Grocery & Gourmet 
KiranaMarket.com,,Homemade Wheat flour (Atta),1.0,Kg,Tuesday,28 Nov 2023,40.0,30.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Pravin Red Chilli Thecha (Red Chilli Garlic Chutney),100.0,gm,Tuesday,28 Nov 2023,30.0,27.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Lion Qyno Seedless Dates,500.0,gm,Tuesday,28 Nov 2023,146.0,139.0,4.794520547945202,Grocery & Gourmet 
KiranaMarket.com,,Dalda Refined Sunflower Oil,1.0,Litre,Tuesday,28 Nov 2023,155.0,140.0,9.677419354838712,Grocery & Gourmet 
KiranaMarket.com,,Baby Brand Saffron (Kesar),1,gm,Tuesday,28 Nov 2023,290.0,276.0,4.82758620689655,Grocery & Gourmet 
KiranaMarket.com,,Sugarfree Gold Low Calorie Sweetner,110,Pc/Box,Tuesday,28 Nov 2023,75.0,72.0,4.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Sugar Free Gold,300,Pc/Box,Tuesday,28 Nov 2023,195.0,186.0,4.61538461538461,Grocery & Gourmet 
KiranaMarket.com,,Sugarfree Gold Low Calorie Sweetner,100,Pc/Box,Tuesday,28 Nov 2023,125.0,119.0,4.800000000000004,Grocery & Gourmet 
KiranaMarket.com,,Heinz Sampriti Ghee Pouch,1,Litre,Tuesday,28 Nov 2023,599.0,517.0,13.68948247078464,Grocery & Gourmet 
KiranaMarket.com,,Zydus Sugar Free 100% Natural Green Stevia Leaves Zero Calories,100,Pc/Box,Tuesday,28 Nov 2023,75.0,71.0,5.333333333333334,Grocery & Gourmet 
KiranaMarket.com,,Sugarfree Green 100% Natural Made From Stevia,200gm,Pc/Box,Tuesday,28 Nov 2023,145.0,138.0,4.82758620689655,Grocery & Gourmet 
KiranaMarket.com,,Badshah Black Pepper Powder,100.0,gm,Tuesday,28 Nov 2023,185.0,184.0,0.540540540540535,Grocery & Gourmet 
KiranaMarket.com,,Badshah White Pepper Powder,100.0,gm,Tuesday,28 Nov 2023,261.0,240.0,8.045977011494255,Grocery & Gourmet 
KiranaMarket.com,,Sugarfree Natura Low Calorie Sweetner,100gm,Pc/Box,Tuesday,28 Nov 2023,150.0,143.0,4.666666666666663,Grocery & Gourmet 
KiranaMarket.com,,Sugarfree Natura Low Calorie Sweetner,80gm,Pc/Box,Tuesday,28 Nov 2023,240.0,228.0,5.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Amul Pure Ghee Tin,1.0,Litre,Tuesday,28 Nov 2023,520.0,499.0,4.038461538461535,Grocery & Gourmet 
KiranaMarket.com,,Badshah Masala Kamal Tea Masala,100,gm,Tuesday,28 Nov 2023,118.0,113.0,4.23728813559322,Grocery & Gourmet 
KiranaMarket.com,,Throni Mango Papad,400.0,gm,Tuesday,28 Nov 2023,300.0,169.0,43.66666666666666,Grocery & Gourmet 
KiranaMarket.com,,Double Horse White Urad Whole,1.0,Kg,Tuesday,28 Nov 2023,148.0,148.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Srilalitha Rice Ravva ,500.0,gm,Tuesday,28 Nov 2023,22.0,22.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Gold Drop Refined Sunflower Oil,1.0,Litre,Tuesday,28 Nov 2023,155.0,155.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,A.S.Brand Groundnut Oil,1.0,Litre,Tuesday,28 Nov 2023,170.0,214.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Freedom Groundnut Oil,1L,Pc/Box,Tuesday,28 Nov 2023,170.0,164.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Aadhaar Refined Sunflower Oil,1L,Pc/Box,Tuesday,28 Nov 2023,164.0,156.0,4.878048780487809,Grocery & Gourmet 
KiranaMarket.com,,Sundrop Lite Oil,1L,Pc/Box,Tuesday,28 Nov 2023,225.0,222.0,1.3333333333333308,Grocery & Gourmet 
KiranaMarket.com,,Sundrop Superlite Advanced Refined Sunflower Oil,3L,Pc/Box,Tuesday,28 Nov 2023,669.0,636.0,4.932735426008971,Grocery & Gourmet 
KiranaMarket.com,,Sundrop Superlite Advanced Refined Sunflower Oil,5L,Pc/Box,Tuesday,28 Nov 2023,1340.0,1273.0,5.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Monita Canapes,50.0,Pc/Box,Tuesday,28 Nov 2023,95.0,85.0,10.526315789473683,Grocery & Gourmet 
KiranaMarket.com,,Monita Soft Chat Basket,50.0,Pc/Box,Tuesday,28 Nov 2023,80.0,72.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Monita Pani Puri,40.0,Pc/Box,Tuesday,28 Nov 2023,75.0,67.0,10.666666666666668,Grocery & Gourmet 
KiranaMarket.com,,Monita Mult Grain Fan Wafer,50.0,Pc/Box,Tuesday,28 Nov 2023,75.0,67.0,10.666666666666668,Grocery & Gourmet 
KiranaMarket.com,,Monita Sandwich Wafer,20.0,Pc/Box,Tuesday,28 Nov 2023,75.0,67.0,10.666666666666668,Grocery & Gourmet 
KiranaMarket.com,,Idly Rava,1.0,Kg,Tuesday,28 Nov 2023,42.0,80.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,"Baby Brand Saffron, 250mg",0.25,Pc/Box,Tuesday,28 Nov 2023,80.0,50.0,37.5,Grocery & Gourmet 
KiranaMarket.com,,Original Kaima Dates,500g,Pc/Box,Tuesday,28 Nov 2023,310.0,155.0,50.0,Grocery & Gourmet 
KiranaMarket.com,,Freedom Refined Sunflower Oil,5.0,Litre,Tuesday,28 Nov 2023,630.0,570.0,9.523809523809524,Grocery & Gourmet 
KiranaMarket.com,,Pooja Oil,1L,Pc/Box,Tuesday,28 Nov 2023,160.0,160.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Home Made Khichiya,1.0,Kg,Tuesday,28 Nov 2023,180.0,140.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Mahalaxmi Flax Seeds,400.0,gm,Tuesday,28 Nov 2023,140.0,112.0,20.0,Grocery & Gourmet 
KiranaMarket.com,,Mahalaxmi Sunflower Seeds,400.0,gm,Tuesday,28 Nov 2023,250.0,170.0,32.0,Grocery & Gourmet 
KiranaMarket.com,,Mahalaxmi Pumpkin Seeds,400.0,gm,Tuesday,28 Nov 2023,400.0,280.0,30.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Mahalaxmi Chia Seeds,400.0,gm,Tuesday,28 Nov 2023,350.0,245.0,30.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Mahalaxmi Blueberries,200.0,gm,Tuesday,28 Nov 2023,550.0,385.0,30.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Mahalaxmi Cranberries,200.0,gm,Tuesday,28 Nov 2023,250.0,175.0,30.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Palakkad Rasam Powder,100g,Pc/Box,Tuesday,28 Nov 2023,80.0,65.0,18.75,Grocery & Gourmet 
KiranaMarket.com,,"Gits Pure Cow Ghee, 1L Pouch with",Free,Pc/Box,Tuesday,28 Nov 2023,699.0,560.0,19.885550786838337,Grocery & Gourmet 
KiranaMarket.com,,"Saffola Tasty Refined Cooking Oil, Blended Rice Bran & Corn Oil",1.0,Litre,Tuesday,28 Nov 2023,179.0,171.0,4.469273743016755,Grocery & Gourmet 
KiranaMarket.com,,Freedom Rice Bran Oil,1L,Pc/Box,Tuesday,28 Nov 2023,115.0,112.0,2.608695652173909,Grocery & Gourmet 
KiranaMarket.com,,Snapin Crunchy Garlic,45.0,gm,Tuesday,28 Nov 2023,79.0,72.0,8.860759493670889,Grocery & Gourmet 
KiranaMarket.com,,Snapin Ginger Powder,45.0,gm,Tuesday,28 Nov 2023,79.0,72.0,8.860759493670889,Grocery & Gourmet 
KiranaMarket.com,,Snapin Ginger Garlic,35.0,gm,Tuesday,28 Nov 2023,79.0,72.0,8.860759493670889,Grocery & Gourmet 
KiranaMarket.com,,Snapin Cinnamon Powder,45.0,gm,Tuesday,28 Nov 2023,99.0,90.0,9.090909090909092,Grocery & Gourmet 
KiranaMarket.com,,Amul Pure Ghee,15Kg,Pc/Box,Tuesday,28 Nov 2023,8400.0,8400.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Amul Pure Ghee,10Kg,Pc/Box,Tuesday,28 Nov 2023,5100.0,635.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Amul Pure Ghee,1L,Pc/Box,Tuesday,28 Nov 2023,635.0,604.0,4.881889763779523,Grocery & Gourmet 
KiranaMarket.com,,Notty Nuts Four Pack Dry Fruit Gift,830.0,gm,Tuesday,28 Nov 2023,1400.0,1100.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Notty Nuts Sixer Dry Fruit Gift Box,600.0,gm,Tuesday,28 Nov 2023,1100.0,730.0,33.63636363636363,Grocery & Gourmet 
KiranaMarket.com,,Notty Nuts Royal Dry Fruit Gift Box,1.2,Kg,Tuesday,28 Nov 2023,2000.0,1450.0,27.500000000000004,Grocery & Gourmet 
KiranaMarket.com,,Gits Dosai Mix,500.0,gm,Tuesday,28 Nov 2023,120.0,102.0,15.000000000000002,Grocery & Gourmet 
KiranaMarket.com,,Sri Ashok,"Papads,160g",Pc/Box,Tuesday,28 Nov 2023,42.0,28.0,33.333333333333336,Grocery & Gourmet 
KiranaMarket.com,,Priya Urad Dal Plain Papad,100g,Pc/Box,Tuesday,28 Nov 2023,30.0,29.0,3.3333333333333326,Grocery & Gourmet 
KiranaMarket.com,,Kelloggs Chocos,385.0,gm,Tuesday,28 Nov 2023,195.0,175.0,10.256410256410254,Grocery & Gourmet 
KiranaMarket.com,,Pillsbury Chakki Fresh Atta,1.0,Kg,Tuesday,28 Nov 2023,58.0,46.0,20.68965517241379,Grocery & Gourmet 
KiranaMarket.com,,Makki / Mokka Jonna,1.0,Kg,Tuesday,28 Nov 2023,140.0,140.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Moth,1.0,Kg,Tuesday,28 Nov 2023,140.0,57.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Weikfield Strawberry Falooda Mix,200.0,gm,Tuesday,28 Nov 2023,57.0,55.0,3.508771929824561,Grocery & Gourmet 
KiranaMarket.com,,"Lion Dates Arabian Seeded, 500g (Buy 1 Get",1,Pc/Box,Tuesday,28 Nov 2023,218.0,208.0,4.587155963302747,Grocery & Gourmet 
KiranaMarket.com,,Nissin Cup Noodles paneer Butter Masala,70.0,gm,Tuesday,28 Nov 2023,50.0,48.0,4.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Delmonte Sandwich Spread Spout Pack,80.0,gm,Tuesday,28 Nov 2023,35.0,20.0,42.85714285714286,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Moong Dal Yellow Split,1.0,Kg,Tuesday,28 Nov 2023,285.0,228.0,20.0,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Roasted Chana Dal,500.0,gm,Tuesday,28 Nov 2023,145.0,116.0,20.0,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Mix Dal,500.0,gm,Tuesday,28 Nov 2023,130.0,111.0,14.61538461538462,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Toor Dal,1.0,Kg,Tuesday,28 Nov 2023,295.0,180.0,38.983050847457626,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Moong Whole,1.0,Kg,Tuesday,28 Nov 2023,240.0,204.0,15.000000000000002,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Besan,500.0,gm,Tuesday,28 Nov 2023,100.0,85.0,15.000000000000002,Grocery & Gourmet 
KiranaMarket.com,,Natural Tattva Natural Rock Salt,500.0,gm,Tuesday,28 Nov 2023,60.0,48.0,20.0,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Ragi Flour,500.0,gm,Tuesday,28 Nov 2023,70.0,60.0,14.28571428571429,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Jaggery Powder,500.0,gm,Tuesday,28 Nov 2023,80.0,76.0,5.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Brown,1.0,Kg,Tuesday,28 Nov 2023,160.0,128.0,20.0,Grocery & Gourmet 
KiranaMarket.com,,Organic Tattva Sugar,1.0,Kg,Tuesday,28 Nov 2023,140.0,126.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Gits Vermicelli,350.0,gm,Tuesday,28 Nov 2023,38.0,33.0,13.157894736842104,Grocery & Gourmet 
KiranaMarket.com,,Gits Vermicelli,175.0,gm,Tuesday,28 Nov 2023,20.0,17.0,15.000000000000002,Grocery & Gourmet 
KiranaMarket.com,,Gits Vermicelli,75.0,gm,Tuesday,28 Nov 2023,10.0,9.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Gits Roasted Vermicelli,400.0,gm,Tuesday,28 Nov 2023,50.0,43.0,14.000000000000002,Grocery & Gourmet 
KiranaMarket.com,,Gits Roasted Vermicelli,200.0,gm,Tuesday,28 Nov 2023,25.0,22.0,12.0,Grocery & Gourmet 
KiranaMarket.com,,Gits Roasted Vermicelli,75.0,gm,Tuesday,28 Nov 2023,10.0,9.0,9.999999999999998,Grocery & Gourmet 
KiranaMarket.com,,Priya Ginger Garlic Paste,100.0,gm,Tuesday,28 Nov 2023,25.0,23.0,7.9999999999999964,Grocery & Gourmet 
KiranaMarket.com,,Priya Red Chilli With Garlic Pickle,40g,Pc/Box,Tuesday,28 Nov 2023,10.0,60.0,0.0,Grocery & Gourmet 
KiranaMarket.com,,Sri Ramdev Rajgira Atta,200.0,gm,Tuesday,28 Nov 2023,60.0,40.0,33.333333333333336,Grocery & Gourmet 
KiranaMarket.com,,Sri Ramdev Fafar (kuttu) Atta,200.0,gm,Tuesday,28 Nov 2023,90.0,60.0,33.333333333333336,Grocery & Gourmet 
KiranaMarket.com,,Sri Ramdev Singada Atta,200.0,gm,Tuesday,28 Nov 2023,100.0,80.0,20.0,Grocery & Gourmet 
KiranaMarket.com,,Bansuri Gold Bhagar,500.0,gm,Tuesday,28 Nov 2023,80.0,70.0,12.5,Grocery & Gourmet 
KiranaMarket.com,,Shreya zatka Red Chilli garlic Chutney,100.0,gm,Tuesday,28 Nov 2023,30.0,29.0,3.3333333333333326,Grocery & Gourmet 
KiranaMarket.com,,Shreya Zatka Red Chilli Garlic Chutney,300.0,gm,Tuesday,28 Nov 2023,100.0,95.0,5.000000000000004,Grocery & Gourmet 
KiranaMarket.com,,Dabur Honey Tasties Strawberry Syrup No Added Sugar,200,gm,Tuesday,28 Nov 2023,120.0,110.0,8.333333333333337,Grocery & Gourmet 
KiranaMarket.com,,Everest Hingraj Powder,50.0,gm,Tuesday,28 Nov 2023,130.0,124.0,4.61538461538461,Grocery & Gourmet 
KiranaMarket.com,,Everest Pani Puri Masala,100.0,gm,Tuesday,28 Nov 2023,59.0,56.0,5.0847457627118615,Grocery & Gourmet 
KiranaMarket.com,,Everest Chat Masala,100.0,gm,Tuesday,28 Nov 2023,73.0,70.0,4.109589041095896,Grocery & Gourmet 
KiranaMarket.com,,Everest Masala - Pav Bhaji,100.0,gm,Tuesday,28 Nov 2023,78.0,75.0,3.846153846153844,Grocery & Gourmet 
